epi;step;s;o;a;r
0;3342.0;EWst;bin+01+1;prolong;-53.8
0;3352.0;EWst;bin+01+2;pass;-28.6
0;3366.0;NSlf;bin+01+0;prolong;-16.6
0;3376.0;NSlf;bin+01+1;prolong;-86.0
0;3386.0;NSlf;bin+01+2;prolong;-128.0
0;3396.0;NSlf;bin+01+3;prolong;-171.0
0;3410.0;EWlf;bin+01+0;pass;35.3
0;3424.0;NSst;bin+01+0;pass;154.3
0;3438.0;EWst;bin+01+0;pass;110.9
0;3452.0;NSlf;bin+01+0;pass;-99.7
0;3466.0;EWlf;bin+01+0;pass;-18.3
0;3480.0;NSst;bin+01+0;prolong;82.0
0;3490.0;NSst;bin+01+1;prolong;-36.5
0;3500.0;NSst;bin+01+2;pass;-91.0
0;3514.0;EWst;bin+01+0;pass;218.8
0;3528.0;NSlf;bin+01+0;prolong;-38.8
0;3538.0;NSlf;bin+01+1;pass;-56.1
0;3552.0;EWlf;bin+01+0;pass;-77.6
0;3566.0;NSst;bin+00+0;prolong;-68.4
0;3576.0;NSst;bin+01+1;pass;-43.9
0;3590.0;EWst;bin+01+0;pass;186.1
0;3604.0;NSlf;bin+01+0;pass;-7.3
0;3618.0;EWlf;bin+01+0;prolong;-48.0
0;3628.0;EWlf;bin+01+1;pass;-78.0
0;3642.0;NSst;bin+01+0;pass;64.6
0;3656.0;EWst;bin+01+0;pass;72.9
0;3670.0;NSlf;bin+01+0;pass;-75.0
0;3684.0;EWlf;bin+01+0;pass;41.4
0;3698.0;NSst;bin+00+0;prolong;34.1
0;3708.0;NSst;bin+01+1;pass;-2.1
0;3722.0;EWst;bin+01+0;pass;134.5
0;3736.0;NSlf;bin+01+0;prolong;-84.0
0;3746.0;NSlf;bin+01+1;pass;-104.0
0;3760.0;EWlf;bin+01+0;prolong;-69.7
0;3770.0;EWlf;bin+01+1;pass;-138.0
0;3784.0;NSst;bin+01+0;prolong;38.0
0;3794.0;NSst;bin+01+1;pass;-64.2
0;3808.0;EWst;bin+01+0;pass;172.3
0;3822.0;NSlf;bin+01+0;prolong;66.3
0;3832.0;NSlf;bin+01+1;pass;-75.9
0;3846.0;EWlf;bin+01+0;pass;-106.6
0;3860.0;NSst;bin+01+0;prolong;1.4
0;3870.0;NSst;bin+01+1;prolong;-88.4
0;3880.0;NSst;bin+01+2;prolong;-69.9
0;3890.0;NSst;bin+01+3;pass;-124.7
0;3904.0;EWst;bin+01+0;pass;181.9
0;3918.0;NSlf;bin+01+0;prolong;-18.5
0;3928.0;NSlf;bin+01+1;prolong;-99.0
0;3938.0;NSlf;bin+01+2;prolong;-116.0
0;3948.0;NSlf;bin+01+3;pass;-145.0
0;3962.0;EWlf;bin+01+0;prolong;10.6
0;3972.0;EWlf;bin+01+1;prolong;-142.0
0;3982.0;EWlf;bin+01+2;pass;-173.0
0;3996.0;NSst;bin+00+0;prolong;120.5
0;4006.0;NSst;bin+01+1;pass;-61.7
0;4020.0;EWst;bin+01+0;pass;204.6
0;4034.0;NSlf;bin+01+0;prolong;65.6
0;4044.0;NSlf;bin+01+1;prolong;-119.0
0;4054.0;NSlf;bin+01+2;prolong;-145.7
0;4064.0;NSlf;bin+01+3;pass;-164.0
0;4078.0;EWlf;bin+01+0;pass;-156.4
0;4092.0;NSst;bin+00+0;prolong;22.1
0;4102.0;NSst;bin+01+1;pass;-96.3
0;4116.0;EWst;bin+01+0;prolong;253.9
0;4126.0;EWst;bin+01+1;prolong;157.4
0;4136.0;EWst;bin+01+2;prolong;-24.1
0;4146.0;EWst;bin+01+3;pass;-80.0
0;4160.0;NSlf;bin+01+0;prolong;-10.5
0;4170.0;NSlf;bin+01+1;pass;-40.1
0;4184.0;EWlf;bin+01+0;pass;-31.8
0;4198.0;NSst;bin+01+0;prolong;-80.3
0;4208.0;NSst;bin+01+1;pass;-69.5
0;4222.0;EWst;bin+01+0;prolong;74.3
0;4232.0;EWst;bin+01+1;pass;-53.5
0;4246.0;NSlf;bin+01+0;pass;68.9
0;4260.0;EWlf;bin+01+0;pass;8.1
0;4274.0;NSst;bin+01+0;pass;110.9
0;4288.0;EWst;bin+00+0;pass;7.6
0;4302.0;NSlf;bin+01+0;prolong;-23.0
0;4312.0;NSlf;bin+01+1;pass;-56.6
0;4326.0;EWlf;bin+01+0;prolong;-23.7
0;4336.0;EWlf;bin+01+1;pass;-87.0
0;4350.0;NSst;bin+01+0;pass;59.7
0;4364.0;EWst;bin+01+0;prolong;39.3
0;4374.0;EWst;bin+01+1;pass;-64.6
0;4388.0;NSlf;bin+01+0;pass;53.1
0;4402.0;EWlf;bin+01+0;prolong;-72.0
0;4412.0;EWlf;bin+01+1;prolong;-82.4
0;4422.0;EWlf;bin+01+2;prolong;-73.6
0;4432.0;EWlf;bin+01+3;pass;-65.3
0;4446.0;NSst;bin+01+0;prolong;112.4
0;4456.0;NSst;bin+00+1;prolong;-89.6
0;4466.0;NSst;bin+01+2;prolong;-27.9
0;4476.0;NSst;bin+01+3;prolong;-127.3
0;4490.0;EWst;bin+01+0;prolong;86.0
0;4500.0;EWst;bin+00+1;prolong;-34.3
0;4510.0;EWst;bin+01+2;pass;-61.5
0;4524.0;NSlf;bin+01+0;prolong;-112.0
0;4534.0;NSlf;bin+01+1;pass;-140.3
0;4548.0;EWlf;bin+01+0;pass;102.1
0;4562.0;NSst;bin+01+0;pass;7.5
0;4576.0;EWst;bin+00+0;pass;149.0
0;4590.0;NSlf;bin+01+0;prolong;-36.0
0;4600.0;NSlf;bin+01+1;pass;-60.0
0;4614.0;EWlf;bin+01+0;prolong;51.7
0;4624.0;EWlf;bin+01+1;pass;-77.4
0;4638.0;NSst;bin+01+0;prolong;134.4
0;4648.0;NSst;bin+01+1;prolong;-36.2
0;4658.0;NSst;bin+01+2;prolong;-73.0
0;4668.0;NSst;bin+01+3;pass;-81.0
0;4682.0;EWst;bin+01+0;pass;0.4
0;4696.0;NSlf;bin+01+0;prolong;-49.1
0;4706.0;NSlf;bin+01+1;prolong;-78.0
0;4716.0;NSlf;bin+01+2;pass;-91.0
0;4730.0;EWlf;bin+01+0;prolong;71.5
0;4740.0;EWlf;bin+01+1;prolong;-37.0
0;4750.0;EWlf;bin+01+2;pass;-93.1
0;4764.0;NSst;bin+01+0;pass;27.7
0;4778.0;EWst;bin+01+0;pass;174.6
0;4792.0;NSlf;bin+01+0;prolong;-33.0
0;4802.0;NSlf;bin+01+1;pass;-56.0
0;4816.0;EWlf;bin+01+0;prolong;-82.5
0;4826.0;EWlf;bin+01+1;prolong;-74.9
0;4836.0;EWlf;bin+01+2;prolong;-109.4
0;4846.0;EWlf;bin+01+3;prolong;-125.0
0;4860.0;NSst;bin+01+0;prolong;107.3
0;4870.0;NSst;bin+01+1;pass;-55.3
0;4884.0;EWst;bin+00+0;pass;151.9
0;4898.0;NSlf;bin+01+0;prolong;34.8
0;4908.0;NSlf;bin+01+1;prolong;-39.0
0;4918.0;NSlf;bin+01+2;pass;-58.0
0;4932.0;EWlf;bin+01+0;prolong;-72.0
0;4942.0;EWlf;bin+01+1;prolong;-94.0
0;4952.0;EWlf;bin+01+2;prolong;-129.1
0;4962.0;EWlf;bin+01+3;prolong;-108.3
0;4976.0;NSst;bin+01+0;pass;114.3
0;4990.0;EWst;bin+01+0;pass;186.3
0;5004.0;NSlf;bin+01+0;pass;-38.0
0;5018.0;EWlf;bin+01+0;pass;-31.5
0;5032.0;NSst;bin+01+0;pass;14.4
0;5046.0;EWst;bin+01+0;pass;57.3
0;5060.0;NSlf;bin+01+0;pass;-62.0
0;5074.0;EWlf;bin+00+0;pass;-50.4
0;5088.0;NSst;bin+01+0;pass;59.8
0;5102.0;EWst;bin+01+0;prolong;80.6
0;5112.0;EWst;bin+01+1;prolong;-44.9
0;5122.0;EWst;bin+01+2;prolong;-38.8
0;5132.0;EWst;bin+01+3;prolong;-51.0
0;5146.0;NSlf;bin+01+0;pass;-7.2
0;5160.0;EWlf;bin+01+0;prolong;12.2
0;5170.0;EWlf;bin+01+1;prolong;-47.0
0;5180.0;EWlf;bin+01+2;prolong;-54.0
0;5190.0;EWlf;bin+01+3;prolong;-92.9
0;5204.0;NSst;bin+01+0;pass;37.6
0;5218.0;EWst;bin+01+0;prolong;17.4
0;5228.0;EWst;bin+01+1;prolong;-72.8
0;5238.0;EWst;bin+01+2;pass;-51.1
0;5252.0;NSlf;bin+01+0;prolong;174.4
0;5262.0;NSlf;bin+01+1;prolong;15.5
0;5272.0;NSlf;bin+01+2;pass;-45.0
0;5286.0;EWlf;bin+01+0;pass;-22.9
0;5300.0;NSst;bin+01+0;prolong;4.7
0;5310.0;NSst;bin+01+1;pass;-41.0
0;5324.0;EWst;bin+01+0;pass;113.6
0;5338.0;NSlf;bin+01+0;pass;-68.0
0;5352.0;EWlf;bin+01+0;pass;21.4
0;5366.0;NSst;bin+01+0;pass;1.9
0;5380.0;EWst;bin+01+0;prolong;122.4
0;5390.0;EWst;bin+00+1;prolong;-15.1
0;5400.0;EWst;bin+01+2;pass;-22.4
0;5414.0;NSlf;bin+01+0;pass;-14.0
0;5428.0;EWlf;bin+01+0;pass;-19.9
0;5442.0;NSst;bin+01+0;prolong;107.4
0;5452.0;NSst;bin+00+1;pass;-16.6
0;5466.0;EWst;bin+01+0;prolong;14.2
0;5476.0;EWst;bin+01+1;pass;-38.0
0;5490.0;NSlf;bin+01+0;prolong;-45.9
0;5500.0;NSlf;bin+01+1;prolong;-60.3
0;5510.0;NSlf;bin+01+2;pass;-56.8
0;5524.0;EWlf;bin+01+0;prolong;-90.1
0;5534.0;EWlf;bin+01+1;pass;-81.7
0;5548.0;NSst;bin+01+0;prolong;200.2
0;5558.0;NSst;bin+01+1;pass;-8.9
0;5572.0;EWst;bin+01+0;pass;169.7
0;5586.0;NSlf;bin+01+0;prolong;-17.0
0;5596.0;NSlf;bin+01+1;prolong;-52.0
0;5606.0;NSlf;bin+01+2;pass;-72.0
0;5620.0;EWlf;bin+01+0;prolong;-107.0
0;5630.0;EWlf;bin+01+1;pass;-119.0
0;5644.0;NSst;bin+01+0;prolong;80.6
0;5654.0;NSst;bin+01+1;prolong;52.9
0;5664.0;NSst;bin+01+2;pass;-5.5
0;5678.0;EWst;bin+01+0;prolong;144.8
0;5688.0;EWst;bin+01+1;pass;14.6
0;5702.0;NSlf;bin+01+0;pass;-17.3
0;5716.0;EWlf;bin+01+0;prolong;29.2
0;5726.0;EWlf;bin+01+1;pass;-68.4
0;5740.0;NSst;bin+01+0;pass;23.8
0;5754.0;EWst;bin+01+0;prolong;-36.8
0;5764.0;EWst;bin+01+1;pass;-67.3
0;5778.0;NSlf;bin+01+0;pass;3.4
0;5792.0;EWlf;bin+01+0;prolong;-7.5
0;5802.0;EWlf;bin+01+1;pass;-63.2
0;5816.0;NSst;bin+01+0;pass;135.2
0;5830.0;EWst;bin+01+0;prolong;30.0
0;5840.0;EWst;bin+01+1;pass;-71.7
0;5854.0;NSlf;bin+01+0;pass;-22.8
0;5868.0;EWlf;bin+01+0;prolong;-45.8
0;5878.0;EWlf;bin+01+1;prolong;-87.0
0;5888.0;EWlf;bin+01+2;prolong;-124.0
0;5898.0;EWlf;bin+01+3;pass;-135.6
0;5912.0;NSst;bin+01+0;prolong;159.6
0;5922.0;NSst;bin+01+1;pass;-38.5
0;5936.0;EWst;bin+01+0;prolong;56.9
0;5946.0;EWst;bin+01+1;pass;-54.0
0;5960.0;NSlf;bin+01+0;pass;45.6
0;5974.0;EWlf;bin+01+0;prolong;-45.7
0;5984.0;EWlf;bin+01+1;pass;-29.7
0;5998.0;NSst;bin+01+0;prolong;-28.4
0;6008.0;NSst;bin+01+1;pass;-67.4
0;6022.0;EWst;bin+01+0;prolong;77.8
0;6032.0;EWst;bin+01+1;prolong;-67.6
0;6042.0;EWst;bin+01+2;pass;-54.2
0;6056.0;NSlf;bin+01+0;prolong;-22.2
0;6066.0;NSlf;bin+01+1;pass;-94.1
0;6080.0;EWlf;bin+01+0;prolong;9.7
0;6090.0;EWlf;bin+01+1;prolong;-124.0
0;6100.0;EWlf;bin+01+2;prolong;-145.0
0;6110.0;EWlf;bin+01+3;prolong;-159.0
0;6124.0;NSst;bin+01+0;pass;116.2
0;6138.0;EWst;bin+01+0;prolong;148.0
0;6148.0;EWst;bin+01+1;prolong;62.9
0;6158.0;EWst;bin+01+2;prolong;-63.3
0;6168.0;EWst;bin+01+3;prolong;-55.7
0;6182.0;NSlf;bin+01+0;pass;-6.3
0;6196.0;EWlf;bin+01+0;pass;-11.3
0;6210.0;NSst;bin+01+0;prolong;14.6
0;6220.0;NSst;bin+01+1;pass;-54.0
0;6234.0;EWst;bin+01+0;prolong;63.5
0;6244.0;EWst;bin+01+1;prolong;-48.1
0;6254.0;EWst;bin+01+2;pass;-72.0
0;6268.0;NSlf;bin+01+0;pass;9.3
0;6282.0;EWlf;bin+01+0;prolong;-45.2
0;6292.0;EWlf;bin+01+1;prolong;-37.4
0;6302.0;EWlf;bin+01+2;pass;-76.0
0;6316.0;NSst;bin+01+0;prolong;49.5
0;6326.0;NSst;bin+01+1;prolong;-96.6
0;6336.0;NSst;bin+01+2;prolong;-130.0
0;6346.0;NSst;bin+01+3;pass;-122.7
0;6360.0;EWst;bin+01+0;pass;134.2
0;6374.0;NSlf;bin+01+0;pass;52.5
0;6388.0;EWlf;bin+01+0;pass;25.8
0;6402.0;NSst;bin+01+0;prolong;-21.0
0;6412.0;NSst;bin+01+1;prolong;-67.3
0;6422.0;NSst;bin+00+2;pass;-86.9
0;6436.0;EWst;bin+01+0;prolong;87.7
0;6446.0;EWst;bin+01+1;prolong;-50.4
0;6456.0;EWst;bin+01+2;pass;-99.0
0;6470.0;NSlf;bin+01+0;prolong;-47.4
0;6480.0;NSlf;bin+01+1;prolong;-90.0
0;6490.0;NSlf;bin+01+2;pass;-152.8
0;6504.0;EWlf;bin+01+0;pass;35.3
0;6518.0;NSst;bin+01+0;pass;89.9
0;6532.0;EWst;bin+00+0;pass;22.1
0;6546.0;NSlf;bin+01+0;pass;1.2
0;6560.0;EWlf;bin+01+0;prolong;-63.0
0;6570.0;EWlf;bin+01+1;pass;-63.0
0;6584.0;NSst;bin+01+0;pass;152.6
0;6598.0;EWst;bin+01+0;prolong;6.3
0;6608.0;EWst;bin+01+1;pass;-20.2
0;6622.0;NSlf;bin+01+0;prolong;-24.7
0;6632.0;NSlf;bin+01+1;pass;-62.1
0;6646.0;EWlf;bin+01+0;pass;-25.3
0;6660.0;NSst;bin+01+0;prolong;59.9
0;6670.0;NSst;bin+01+1;prolong;-52.9
0;6680.0;NSst;bin+01+2;pass;-30.4
0;6694.0;EWst;bin+01+0;prolong;68.7
0;6704.0;EWst;bin+01+1;pass;-29.5
0;6718.0;NSlf;bin+01+0;pass;-7.3
0;6732.0;EWlf;bin+01+0;prolong;-53.0
0;6742.0;EWlf;bin+01+1;prolong;-44.9
0;6752.0;EWlf;bin+01+2;pass;-74.1
0;6766.0;NSst;bin+01+0;prolong;109.5
0;6776.0;NSst;bin+01+1;pass;-42.8
0;6790.0;EWst;bin+00+0;pass;32.2
0;6804.0;NSlf;bin+01+0;prolong;5.4
0;6814.0;NSlf;bin+01+1;prolong;-86.0
0;6824.0;NSlf;bin+01+2;pass;-122.0
0;6838.0;EWlf;bin+01+0;prolong;-4.8
0;6848.0;EWlf;bin+01+1;prolong;-114.8
0;6858.0;EWlf;bin+01+2;pass;-109.3
0;6872.0;NSst;bin+01+0;pass;46.0
0;6886.0;EWst;bin+01+0;prolong;161.7
0;6896.0;EWst;bin+01+1;prolong;73.9
0;6906.0;EWst;bin+01+2;prolong;-41.0
0;6916.0;EWst;bin+01+3;prolong;1.4
0;6930.0;NSlf;bin+01+0;prolong;-6.4
0;6940.0;NSlf;bin+01+1;pass;-51.9
0;6954.0;EWlf;bin+01+0;prolong;27.8
0;6964.0;EWlf;bin+01+1;pass;-50.0
0;6978.0;NSst;bin+01+0;prolong;59.2
0;6988.0;NSst;bin+01+1;prolong;-28.0
0;6998.0;NSst;bin+01+2;pass;-42.0
0;7012.0;EWst;bin+01+0;pass;69.8
0;7026.0;NSlf;bin+01+0;prolong;13.7
0;7036.0;NSlf;bin+01+1;pass;-13.0
0;7050.0;EWlf;bin+01+0;pass;-40.0
0;7064.0;NSst;bin+01+0;pass;-18.4
0;7078.0;EWst;bin+01+0;pass;57.7
0;7092.0;NSlf;bin+01+0;prolong;6.6
0;7102.0;NSlf;bin+01+1;prolong;-24.0
0;7112.0;NSlf;bin+01+2;pass;-34.0
0;7126.0;EWlf;bin+01+0;prolong;-45.0
0;7136.0;EWlf;bin+01+1;pass;-41.2
0;7150.0;NSst;bin+01+0;pass;-17.3
0;7164.0;EWst;bin+01+0;pass;76.3
0;7178.0;NSlf;bin+01+0;prolong;-15.0
0;7188.0;NSlf;bin+01+1;pass;-26.0
1;972.0;NSst;bin+01+0;prolong;21.3
1;982.0;NSst;bin+01+1;prolong;-54.0
1;992.0;NSst;bin+01+2;pass;-64.5
1;1006.0;EWst;bin+01+0;pass;132.9
1;1020.0;NSlf;bin+01+0;prolong;-52.0
1;1030.0;NSlf;bin+01+1;prolong;-66.0
1;1040.0;NSlf;bin+01+2;prolong;-85.0
1;1050.0;NSlf;bin+01+3;prolong;-122.0
1;1064.0;EWlf;bin+01+0;prolong;-117.0
1;1074.0;EWlf;bin+01+1;pass;-130.0
1;1088.0;NSst;bin+01+0;prolong;121.6
